scenario_id,vehicle_count,pedestrian_count,cyclist_count,lane_count,stop_sign_count,crosswalk_count,speed_bump_count,max_velocity_mps,max_deceleration,max_yaw_rate,is_valid_physics,risk_tier_numeric,target_risk_matrix,min_inter_agent_dist,avg_agent_velocity,velocity_std,predicted_risk_probability,predicted_critical_class
a130d72b40cf1f99,60,1,0,225,4,11,2,26.17,10.81,6.48,True,0,Standard Complexity,0.48414873747624965,12.985652173913042,6.0843708017288085,0.37328008,0
ba45fd7ed13526c,96,18,1,73,12,12,0,14.97,14.33,7.89,True,3,Critical Complexity,0.0905538513815178,4.773870967741936,3.580841203584175,0.37325177,0
d025c9623b555129,59,3,1,145,7,6,1,25.88,6.69,6.3,True,0,Standard Complexity,0.9138927727036738,9.127894736842105,7.268265976469844,0.3731766,0
9ef8d987cb883e2e,43,2,0,45,1,0,1,30.0,24.5,9.4,True,1,Critical Complexity,0.452216762183799,13.463448275862069,6.368806674269612,0.37301967,0
95ec81e66a638af6,41,14,0,50,5,0,6,17.19,15.59,8.44,True,3,Critical Complexity,0.11401754250949103,6.859523809523809,5.8121698891947124,0.37301016,0
654aeed8ee4ae900,37,2,0,149,1,3,8,35.67,14.12,6.38,True,1,Critical Complexity,3.135761470520498,13.71,8.559407456126854,0.3729459,0
5e38c936051cc8e9,77,0,0,418,2,0,9,29.1,9.78,12.57,True,0,Standard Complexity,7.8415942256661975,16.122692307692308,8.264835871464632,0.37286493,0
5972c05f8d6269fa,95,13,1,72,4,5,3,17.99,17.2,8.04,True,3,Critical Complexity,0.5663920903402947,5.631785714285714,4.3105518817792,0.3727132,0
d1b21f0aa7de9154,53,7,2,126,0,5,3,26.16,12.05,6.35,True,0,Standard Complexity,0.5603570290448371,10.126346153846153,5.747743714124216,0.37257066,0
f2d5d876af366d56,65,1,0,302,1,8,1,25.95,10.93,9.41,True,0,Standard Complexity,3.855035667798044,18.39848484848485,6.252452183773698,0.37250188,0
619ce2fefcc9755b,56,2,0,485,0,8,11,25.09,4.88,6.29,True,0,Standard Complexity,0.9404786015642327,9.897777777777778,5.551052508364273,0.3724876,0
b484b301db852002,114,11,1,221,2,9,7,16.81,10.39,7.46,True,2,Standard Complexity,0.33615472627979953,6.968297872340425,4.071302431131855,0.3724267,0
a49b90841b88b56e,57,0,0,91,0,4,0,22.71,5.15,6.32,True,0,Standard Complexity,1.6119863522996707,16.103617021276595,6.317785912172927,0.3724168,0
26fd4ecddfa3cc1,55,8,1,103,1,4,1,16.71,6.53,8.03,True,2,Standard Complexity,0.05385164807129606,8.850666666666665,5.329846526871107,0.37228933,0
e171013bc120f32d,101,30,0,71,7,11,2,18.35,17.26,6.97,True,3,Critical Complexity,0.17464249196558398,4.0636,3.6808084764084104,0.372115,0
27baebe81670cf45,61,5,0,120,2,3,4,18.82,16.75,6.43,True,3,Critical Complexity,0.1208304597361369,8.440000000000001,6.3675965414185685,0.37189257,0
e9fe90c0b9d426d1,55,3,1,91,2,4,0,21.07,5.71,6.3,True,0,Standard Complexity,0.1208304597361369,10.798823529411765,5.4134368580336245,0.37170622,0
9c8831dccc3275cc,72,4,0,301,3,6,2,16.37,4.31,6.32,True,2,Standard Complexity,3.3301651610692784,9.322380952380952,5.720858164697809,0.37155995,0
2429f7ba8d1b050a,60,2,0,200,4,3,10,21.16,20.63,6.99,True,3,Critical Complexity,0.03162277660151123,7.68125,7.307308734239987,0.37148282,0
66fabac9f8dee789,57,2,0,100,6,6,1,16.93,7.18,6.3,True,2,Standard Complexity,0.573149195236328,9.417666666666664,5.211638695159987,0.37139383,0
97897454b4ac61e,52,1,0,474,9,6,7,22.51,2.57,6.29,True,0,Standard Complexity,9.312147979923877,14.270624999999999,8.07669755279811,0.37113032,0
893aa05eaeb645dc,19,6,0,40,2,2,2,23.36,10.86,6.34,True,0,Standard Complexity,2.039730374338746,11.682941176470589,8.347758955838092,0.37108645,0
b638554a31ea41b2,65,0,2,210,5,11,0,23.53,5.45,6.29,True,0,Standard Complexity,3.703903346471012,11.912592592592592,5.393054925235956,0.37092653,0
8333788c18273c72,55,0,0,183,1,11,3,26.86,5.91,6.32,True,0,Standard Complexity,0.07071067811867887,13.576764705882352,5.1940552674290315,0.37050703,0
d0309a6814e434c5,47,6,1,137,7,2,0,22.85,12.22,6.33,True,3,Critical Complexity,2.87271648444449,10.584827586206893,6.936059012540616,0.3704399,0
be190392531a6f81,64,0,0,282,3,15,3,22.79,8.36,6.29,True,0,Standard Complexity,5.764833041814546,10.572222222222223,6.525544298758665,0.37042958,0
ab49142e9c5b6767,68,0,0,78,8,0,8,17.72,13.47,6.29,True,3,Critical Complexity,16.516204164395827,10.833333333333334,4.729008587666364,0.3703125,0
66bba6edf0a3a9cf,79,4,0,288,1,7,17,20.57,9.83,18.84,True,0,Standard Complexity,3.285909310981912,10.546774193548385,5.895425994674929,0.37023082,0
6f1d060c8ec3efc7,96,6,0,117,0,5,6,15.03,3.95,9.43,True,2,Standard Complexity,0.2507987240796876,6.898518518518519,4.657258535283592,0.37022772,0
53dc952ec7d97086,18,2,1,148,7,0,11,22.25,2.25,6.33,True,0,Standard Complexity,1.4983324063774126,13.421666666666667,9.312250742376351,0.37012932,0
ef1ce47fb52feb51,52,13,4,77,0,4,0,18.0,7.85,6.66,True,2,Standard Complexity,0.3820994634907346,7.403207547169812,5.131412977494934,0.37003273,0
9236070754d6f77,37,3,0,211,8,3,10,26.04,14.49,6.89,True,3,Critical Complexity,2.66810794384324,10.902941176470588,7.693761999335705,0.369884,0
4f97d1c826345c1b,84,21,1,172,0,7,5,13.64,8.78,7.19,True,2,Standard Complexity,0.041231056256139105,6.3813461538461524,4.5314609755006385,0.3698362,0
693d6d99686b39ef,60,2,0,453,0,7,10,27.07,10.78,7.29,True,0,Standard Complexity,0.11401754250984998,14.284081632653061,5.729661071419156,0.36977413,0
b887cda7b28b0e0c,60,2,0,257,2,11,0,22.56,10.89,6.34,True,0,Standard Complexity,0.08544003745317744,10.215306122448979,5.635416469422652,0.36974737,0
9f454547f4ff5254,113,68,4,93,4,6,3,11.71,10.31,7.36,True,2,Standard Complexity,0.04123105625616668,2.4956666666666667,2.815858680955263,0.36972454,0
10a2e7d69c7e8129,33,12,0,76,0,4,0,22.71,13.21,6.35,True,3,Critical Complexity,0.420475920832796,11.582682926829268,6.946730069288871,0.36970964,0
3cb9e60f09b8b65c,40,1,0,40,2,0,3,24.28,7.82,6.3,True,0,Standard Complexity,1.3086252328295147,15.535000000000002,6.449280055579391,0.36943674,0
9875921e11c43eb7,54,7,0,210,4,6,4,22.58,8.59,6.29,True,0,Standard Complexity,0.15231546211760238,8.497692307692308,6.587464965717557,0.369169,0
b3e4c8b414a2a508,37,6,0,377,0,11,9,32.59,11.21,6.44,True,0,Standard Complexity,0.13928388277200834,13.132068965517243,8.40475742918971,0.3689748,0
3761c989c66bc85b,48,7,0,403,0,7,18,25.45,8.43,6.76,True,0,Standard Complexity,0.5100980297944965,10.767419354838712,7.054860126521764,0.3687984,0
e10cd946103a8e8f,51,6,0,326,2,8,0,21.83,10.63,6.77,True,0,Standard Complexity,0.47169905660290734,10.945581395348835,6.080656827405829,0.36874074,0
aeac3201475ae5ee,105,5,0,189,1,2,25,15.78,11.55,6.44,True,2,Standard Complexity,0.17029386365972332,4.684,5.081799287653931,0.36863953,0
38daa3cb63abf0c8,51,38,4,89,1,4,1,18.2,10.02,9.93,True,2,Standard Complexity,0.1878829422805942,5.89078125,4.755995658339948,0.36858064,0
da1d177fc6fa1c54,158,16,0,83,8,12,0,15.6,7.84,6.31,True,2,Standard Complexity,2.235799633240777,3.6154838709677413,3.4548785877641874,0.36818573,0
f6ffca916d8b3900,26,1,0,117,5,0,10,34.94,10.75,6.29,True,0,Standard Complexity,8.437944062388741,18.402500000000003,8.759418859148134,0.36803332,0
583f001c089433a2,48,0,0,117,7,2,0,24.68,9.32,6.31,True,0,Standard Complexity,2.210000000000728,15.5875,6.138734431189109,0.3679315,0
bef38eae37d2d0f8,51,6,0,317,2,11,3,23.79,9.79,6.32,True,0,Standard Complexity,0.03605551275440215,12.157,6.233420650012319,0.36769697,0
d46064809cf1c580,52,0,0,278,0,5,11,33.5,15.3,6.27,True,1,Critical Complexity,0.07211102550951375,14.960000000000003,5.434893575942235,0.36764282,0
24a3375b73965b29,53,31,1,82,1,6,0,25.0,11.55,11.79,True,0,Standard Complexity,0.0,6.225,6.093920272346389,0.36760685,0
783e3f636e345ef7,61,7,0,188,3,5,0,18.65,8.96,8.02,True,2,Standard Complexity,3.169384798348106,9.2376,6.667932381180841,0.36757606,0
b4ae6d7148f09ac5,29,3,1,72,5,1,0,29.28,18.6,6.87,True,1,Critical Complexity,0.23345235059887892,15.555416666666668,7.268313066068968,0.36738193,0
10a6119f881e63c2,56,0,0,219,5,10,13,20.73,2.78,6.29,True,0,Standard Complexity,0.8876936408475129,10.595652173913043,5.562353916860048,0.36710072,0
7dc68b611b7c9837,45,2,0,94,8,0,0,29.11,12.88,6.34,True,0,Standard Complexity,1.004987562111994,13.006666666666664,8.663438629602501,0.3670307,0
adbc4b52208cb847,79,23,0,265,2,10,6,21.72,9.46,6.79,True,0,Standard Complexity,0.230217288665047,6.018732394366197,4.51957056715412,0.36666355,0
1f7f773852c6155,56,2,0,305,2,9,14,22.03,3.54,6.46,True,0,Standard Complexity,0.5456189146282617,12.581111111111111,6.409489685200481,0.36643484,0
d03d768803e50fda,54,9,3,189,2,11,3,31.39,23.56,9.12,True,1,Critical Complexity,0.14035668847743132,10.498793103448275,6.262384991740769,0.3663996,0
e181bb82a06ce57,47,15,0,351,4,9,5,22.71,4.92,6.58,True,0,Standard Complexity,0.509901951359323,9.205227272727273,7.627576014530306,0.36634615,0
1304ee5a657fbd52,25,0,0,350,4,3,14,26.11,4.94,12.56,True,0,Standard Complexity,4.038539339909968,18.676,6.322506148672376,0.36604437,0
3a4f5acea5af91ff,66,0,1,392,0,8,18,21.32,4.99,6.34,True,0,Standard Complexity,0.1699999999999457,12.552807017543858,4.72235919124952,0.3659046,0
3afee1ada295f22a,48,7,0,69,4,5,1,18.73,17.49,6.39,True,3,Critical Complexity,0.4176122603560422,7.650526315789475,5.531594872028758,0.3657368,0
967118e50a17157e,62,3,1,486,0,7,9,18.75,4.78,6.31,True,2,Standard Complexity,0.7710382610480294,12.019795918367345,5.649591457071924,0.36568156,0
fa06507c314c942d,49,5,0,151,1,3,4,24.9,8.2,6.35,True,0,Standard Complexity,1.6858232410312386,13.26142857142857,7.6892753300971615,0.3652727,0
f26b4fe4a0b13358,54,0,1,128,0,3,5,25.99,5.79,6.38,True,0,Standard Complexity,0.10295630140998617,11.506470588235295,5.519346659094045,0.36526084,0
ca3c6631892f92a6,64,0,0,138,4,4,7,28.35,6.78,12.55,True,0,Standard Complexity,6.734656635642092,16.069,7.77192698112894,0.36525863,0
ef08906687894f3,86,11,2,93,0,6,1,17.79,2.66,6.74,True,2,Standard Complexity,0.18601075237743972,6.480192307692308,4.53334419368333,0.36512715,0
b1b90bba30cc3d3c,29,30,31,294,0,11,5,32.08,11.85,8.98,True,0,Standard Complexity,0.05099019513583688,7.136712328767124,6.523171355535864,0.36505878,0
7a22c98103b6f1be,50,3,1,195,3,6,4,24.45,3.6,6.31,True,0,Standard Complexity,0.2262741699796502,15.145652173913042,8.423410352462565,0.36504397,0
e5d04f5275c44a70,48,1,0,290,6,9,6,23.75,14.48,7.46,True,3,Critical Complexity,4.262405424170223,15.030625,8.570214020628365,0.36478034,0
5079d26d7695b6d3,52,0,0,130,3,5,3,28.74,11.6,6.35,True,0,Standard Complexity,0.7580237463299735,18.02979591836735,5.929030443433986,0.3643276,0
d97336f30ca67817,53,4,1,160,5,6,9,20.83,5.0,7.82,True,0,Standard Complexity,0.19104973174502998,8.186875,6.824965859575782,0.3643131,0
c15f83e508862713,45,38,14,50,1,6,0,19.33,4.66,7.1,True,2,Standard Complexity,0.04123105625614169,6.787402597402598,4.581845145987741,0.3640547,0
d3cb4a76dcfa7ba8,60,1,0,190,0,5,6,20.58,5.03,6.72,True,0,Standard Complexity,0.13038404810494583,12.460666666666665,5.4307267367166325,0.3638582,0
2b2995dcc17f43e2,79,8,1,48,7,8,0,14.88,6.03,7.48,True,2,Standard Complexity,0.9243916918714493,5.631904761904762,4.790327177460865,0.36371666,0
e83d3aa86ed0c56,22,0,0,227,2,8,10,30.13,12.02,6.29,True,0,Standard Complexity,5.834595101633972,21.939999999999998,5.207124490018023,0.3636795,0
1d3c85507727ed8,77,6,0,272,17,28,9,15.16,9.37,6.3,True,2,Standard Complexity,3.575765652276724,8.13125,4.910307876039954,0.36365288,0
69f27ebbddb99b2c,48,0,0,108,5,5,4,26.13,8.22,6.29,True,0,Standard Complexity,1.2141251994749804,9.463953488372093,7.869594753177067,0.36362854,0
1e5572d90f0f5892,57,9,1,148,6,4,11,22.99,4.45,6.55,True,0,Standard Complexity,0.014142135624039643,8.0796875,6.964895675984224,0.3633607,0
316f55a2f6746ea9,25,9,1,165,9,16,1,27.93,24.38,7.87,True,1,Critical Complexity,0.014142135623878865,7.61,7.4693908720858895,0.36314148,0
58d2e7c7d3da2305,72,81,0,169,11,17,5,11.98,10.04,6.93,True,2,Standard Complexity,0.03162277660165503,2.9985714285714287,2.8829258097442945,0.36272842,0
e9f777641f8f4bdb,27,0,0,80,2,4,5,33.49,19.24,6.3,True,1,Critical Complexity,0.8336066218547626,19.37888888888889,5.094631403330615,0.36266193,0
3f66c1f79bb4e929,53,4,0,188,0,7,7,22.98,3.17,6.95,True,0,Standard Complexity,1.0198039027186996,9.336666666666668,8.877103631753371,0.36261237,0
921f0850709b28a2,31,2,1,333,2,8,13,26.86,3.76,6.29,True,0,Standard Complexity,0.6918092222571538,16.387647058823532,7.9313684965694105,0.36244863,0
fab264586e45e975,43,8,0,314,0,16,8,31.08,12.02,6.3,True,0,Standard Complexity,0.05830951894894589,12.770476190476192,8.958278680421802,0.36234653,0
6b65c972cc874812,20,0,0,203,7,1,9,33.3,21.7,6.31,True,1,Critical Complexity,2.9964145240602975,23.084375,4.045718367530666,0.36218387,0
f8f5b85d25adc8ee,28,12,0,522,0,14,23,34.09,13.45,6.4,True,1,Critical Complexity,0.03162277660151123,9.440689655172415,8.035025022399287,0.36213547,0
1dc2de8041998ff5,55,5,0,172,4,5,5,33.63,18.37,6.7,True,1,Critical Complexity,3.6672196552700442,12.415600000000001,8.268664743475817,0.36210474,0
e68b6d92f45ca206,50,1,0,307,0,11,19,23.06,4.19,6.28,True,0,Standard Complexity,0.19849433241327594,14.727741935483872,5.8976532838056315,0.36195272,0
246cab311cba4ad5,34,1,0,382,1,20,10,24.51,5.51,6.3,True,0,Standard Complexity,2.827189417070928,15.986818181818183,6.329843733791133,0.3617071,0
40d59c0403e64b0f,30,5,1,33,1,4,0,26.31,25.72,6.31,True,1,Critical Complexity,0.4016217125603875,10.32913043478261,6.988152653221443,0.36168152,0
e5de7dd35a94dbc5,63,1,0,197,2,7,1,19.95,3.92,6.31,True,2,Standard Complexity,0.6262587324733395,9.076944444444443,5.28273856770249,0.3616434,0
339be540c790d1db,44,7,0,76,5,2,0,28.93,27.32,6.32,True,1,Critical Complexity,0.04123105625597367,11.516829268292684,7.0740964911409465,0.3614731,0
65011bbfc1343586,16,3,0,129,3,0,6,34.75,21.44,6.3,True,1,Critical Complexity,0.9774456506624242,17.624000000000002,10.06254295228928,0.36137643,0
df1290608120c182,52,12,3,90,4,6,2,18.71,18.27,6.44,True,3,Critical Complexity,0.06708203932498352,8.419743589743588,5.822006653441348,0.3608896,0
e40377190ec9560c,58,0,0,216,1,5,3,19.76,10.43,6.28,True,0,Standard Complexity,0.799312204335775,11.831176470588234,5.019279944866252,0.3606495,0
7e8e4ee220ba942d,61,1,0,209,1,5,6,23.64,7.4,6.31,True,0,Standard Complexity,0.1500000000007276,12.466153846153844,6.254751881932367,0.36062178,0
490d3081690c0f4e,127,1,0,121,0,10,7,16.76,4.8,6.31,True,2,Standard Complexity,1.356244815658385,7.8889130434782615,4.461933305028833,0.36047065,0
d09c72b9b956ddce,54,6,0,238,3,9,2,17.91,4.72,7.61,True,2,Standard Complexity,0.0583095189478638,9.381724137931036,5.576513599364761,0.36035883,0
c4d07f7a97ba89ae,42,15,0,65,0,5,0,28.26,10.48,8.54,True,0,Standard Complexity,0.014142135623396534,10.029393939393941,7.591831710700629,0.3603583,0
9859cd1b4315b7de,49,13,0,444,0,8,9,22.68,8.8,9.03,True,0,Standard Complexity,0.1000000000001819,9.441764705882353,6.787845164988103,0.36033717,0
2b3649f39f3475d,126,9,4,184,3,9,6,18.45,15.82,6.64,True,3,Critical Complexity,0.10049875621123062,6.49987012987013,4.169410401965351,0.35996696,0
8719427100cc6dd9,54,16,5,174,1,5,3,18.9,12.75,6.3,True,3,Critical Complexity,0.17000000000007276,6.6212,6.012375783332243,0.35973793,0
6e352f81f6e16a12,80,0,0,424,14,17,7,29.14,4.83,3.14,True,0,Standard Complexity,6.5086480931144415,15.252500000000001,7.525015531545433,0.35959476,0
9e980def8273f2a4,54,1,0,111,4,4,8,22.14,4.8,6.73,True,0,Standard Complexity,0.586941223633118,16.103684210526318,5.934468637168804,0.35958156,0
a279927723b820ad,25,31,0,192,5,5,13,31.12,23.32,9.1,True,1,Critical Complexity,0.06403124237572615,6.778222222222223,5.973612080136324,0.35947648,0
c160c1173794b41d,26,3,0,581,3,19,16,22.7,15.66,7.08,True,3,Critical Complexity,2.111516043036502,11.056875,7.373884423041563,0.35946125,0
9661143c7aca9100,45,0,0,137,0,6,6,32.09,11.53,6.28,True,0,Standard Complexity,0.5481788029471143,19.136923076923075,6.569312555787044,0.35932496,0
a86bb2cf333ceb7e,118,10,1,67,0,3,0,17.56,5.09,6.31,True,2,Standard Complexity,0.23086792761259622,6.019538461538461,4.242374310098326,0.35917664,0
6562e89e55ab4750,123,0,0,127,1,5,5,27.64,25.51,18.81,True,1,Critical Complexity,0.2220360331116866,11.52235294117647,3.931999236149415,0.35912713,0
36396e25b6619015,58,1,0,152,9,6,3,23.19,1.18,6.29,True,0,Standard Complexity,6.612299146287973,12.417333333333335,6.398957692902458,0.359042,0
4f3d061d9958ba23,59,3,0,362,4,9,7,24.36,9.08,6.88,True,0,Standard Complexity,0.07000000000016371,12.775283018867928,6.094674013841483,0.3590088,0
f24d597da6e25c2f,20,0,0,270,6,6,14,23.4,1.95,6.29,True,0,Standard Complexity,4.518639175681131,17.9575,6.598260660962099,0.35890916,0
178ff9c12557b1c8,46,6,2,158,8,19,5,19.21,10.37,6.42,True,3,Critical Complexity,1.2976902558005379,9.705454545454545,5.699396082259886,0.35889137,0
d40a43dadeed4dbd,75,16,0,161,1,5,6,19.81,5.15,6.28,True,2,Standard Complexity,0.14212670403551367,7.701666666666665,4.474011971336031,0.35885555,0
3c1f72dd476f6c55,73,1,0,142,5,4,13,21.48,8.9,6.23,True,0,Standard Complexity,2.850631508981724,7.933333333333333,6.503435416933286,0.35862184,0
976dd9928ade1e5f,84,3,2,267,2,9,2,18.75,6.56,6.28,True,2,Standard Complexity,0.4215447781674507,9.493333333333332,4.60832857142611,0.3585371,0
50a33ff6eb8323cd,163,7,0,137,2,8,5,17.57,11.31,9.33,True,3,Critical Complexity,0.04472135955000596,7.29605633802817,3.564935050224476,0.35848042,0
ade3e8805d88a63a,70,3,1,213,1,5,2,21.95,20.82,7.84,True,3,Critical Complexity,0.3538361202592492,10.610000000000001,4.568780815440251,0.35842958,0
cfd76e4c0e51ba22,55,2,0,134,1,4,3,22.24,7.0,6.31,True,0,Standard Complexity,0.48301138702935137,10.9576,6.064531493858368,0.35831204,0
184518d5a279645c,37,10,1,98,3,4,5,25.86,15.54,6.34,True,3,Critical Complexity,0.9265527507918645,12.47725,8.032578660523656,0.3581738,0
29f544df46de5bc6,38,3,0,293,4,7,2,31.29,26.0,7.05,True,1,Critical Complexity,0.42520583250899924,13.238275862068969,8.481928484752265,0.3580343,0
f83038d5b54d4382,96,2,2,205,5,10,3,29.92,28.78,6.36,True,1,Critical Complexity,0.17464249196558398,13.53137931034483,4.219361550117082,0.35800022,0
492a2fc57f0527c7,42,6,0,112,0,3,4,22.13,4.5,8.92,True,0,Standard Complexity,0.28999999999927367,10.617714285714285,7.347332299438167,0.35779434,0
879e0a87bb3fc7f7,54,0,0,37,1,1,0,17.62,1.59,6.28,True,2,Standard Complexity,2.790161285660707,8.110555555555557,5.347683270167063,0.35778424,0
30bf945511f34260,59,0,5,131,5,6,1,16.67,5.27,9.46,True,2,Standard Complexity,0.7156814934032126,9.771176470588236,5.172623503603814,0.3576305,0
eb5fd6e7caebced1,57,6,2,93,1,5,3,19.93,12.66,6.32,True,3,Critical Complexity,0.0,9.084,6.045171012587533,0.35753885,0
d39f43d6eb7bf833,47,0,0,181,0,3,6,30.19,16.9,6.28,True,1,Critical Complexity,0.3956008088979371,14.608518518518519,6.007902637485807,0.35739744,0
c3a51d2ee763a223,84,2,0,301,1,7,6,23.97,6.52,6.34,True,0,Standard Complexity,0.2785677655438943,9.56671875,4.784518018661696,0.35734195,0
ef72ea065de5b91b,56,0,6,94,10,5,1,18.19,16.83,6.33,True,3,Critical Complexity,0.6306346010171364,7.662499999999999,4.967306656193743,0.35731915,0
b467fab43fdcd942,45,1,3,137,16,0,0,16.37,14.5,6.33,True,3,Critical Complexity,5.792495144581238,8.408181818181818,4.7165218659937,0.35726324,0
a1ab381e55a82db3,58,3,0,227,8,5,11,26.05,9.91,6.31,True,0,Standard Complexity,1.2288612614941528,11.310263157894738,6.480658871166738,0.35710058,0
c7d2ba72cb732d4b,58,0,0,127,3,7,7,22.29,15.61,6.3,True,3,Critical Complexity,0.07071067811839751,11.417954545454545,5.525348438023637,0.35704187,0
fa2533aa2312382f,79,3,0,112,14,8,1,15.55,11.95,6.6,True,2,Standard Complexity,0.42755116652869685,6.7807692307692315,4.763281773571439,0.3570355,0
4bbaf36abc9c1c76,57,3,2,264,3,11,9,21.87,11.41,6.35,True,3,Critical Complexity,1.7407182425654215,9.85,5.789587204628669,0.35692364,0
de7334afb3e8c266,53,10,0,119,2,7,0,16.88,4.96,6.38,True,2,Standard Complexity,0.3399999999999984,8.712666666666667,5.244253320434558,0.35691726,0
a381b5c258fe51fe,27,1,0,75,2,1,3,25.33,2.58,6.31,True,0,Standard Complexity,1.3109538512090635,14.392608695652173,7.928853317714828,0.35675573,0
1cfdc37f8014b4c8,80,0,0,282,2,6,17,27.53,10.38,6.3,True,0,Standard Complexity,3.7403342096660745,15.71875,5.0872793256808695,0.35670868,0
3c97866f2d89b9fc,53,4,0,375,2,4,12,27.79,24.87,6.3,True,1,Critical Complexity,2.6109385285756357,11.0190625,8.306528817508175,0.35654676,0
381b2d8ec893826c,62,10,2,353,1,10,10,17.2,5.93,6.35,True,2,Standard Complexity,0.05830951894855595,8.084137931034482,5.124283645303678,0.35653028,0
47e3d21a492c5148,61,5,0,119,4,7,1,19.99,12.26,6.32,True,3,Critical Complexity,0.036055512754607104,10.612244897959183,5.04816000640125,0.35640344,0
6d7629b60719965e,140,18,0,185,1,16,5,13.05,12.53,6.56,True,2,Standard Complexity,0.029999999999972715,3.489677419354839,3.336284860460101,0.35629258,0
3ba20a80cd0f332,92,14,3,90,2,8,0,14.58,12.2,6.37,True,2,Standard Complexity,0.12083045973489495,5.20962962962963,4.359950289796027,0.35596457,0
503b23aaabae1591,37,2,0,216,3,4,3,28.84,17.0,6.29,True,1,Critical Complexity,6.2858094148645725,18.130526315789467,7.588934793628092,0.35595676,0
c9b2cece16ddf70c,38,0,0,213,8,5,9,23.52,5.39,6.31,True,0,Standard Complexity,3.7187228990605945,17.513076923076923,5.921228282940814,0.35589585,0
569782fa478035a7,60,8,0,252,0,8,6,19.88,10.21,6.59,True,0,Standard Complexity,0.02828427124711462,11.44176470588235,6.233276828688748,0.35573578,0
9cd14ce84ac27d49,21,3,0,52,3,6,0,19.64,11.63,6.62,True,3,Critical Complexity,1.467514906227553,10.069230769230767,8.073802327507693,0.35551348,0
78aa6961310fd2d2,60,5,0,72,2,6,0,25.95,19.81,11.36,True,1,Critical Complexity,1.0978615577571886,6.956206896551723,5.219662701345223,0.35541126,0
5f8a3f658f214c30,39,1,1,53,4,0,3,19.46,13.86,6.3,True,3,Critical Complexity,0.22203603311186068,9.778749999999999,6.054069783005478,0.35538617,0
6c803c457cac865c,36,1,0,296,0,12,14,22.06,1.23,3.14,True,0,Standard Complexity,0.08062257748310958,10.392,8.605207493140417,0.35474938,0
6140535aca71c0e5,66,2,0,129,3,7,1,29.74,20.03,6.31,True,1,Critical Complexity,0.3354101966247905,10.65448275862069,4.703025868381785,0.35464785,0
f5d872c6ffb04b1b,56,4,1,142,6,6,3,18.11,14.04,6.3,True,3,Critical Complexity,1.4883883901724708,12.40777777777778,5.476093047212437,0.35443264,0
7ec7a9885b2bc3b5,78,2,0,415,4,27,17,31.02,10.33,6.39,True,0,Standard Complexity,2.2474207438749367,12.119642857142855,8.112207944178442,0.3544186,0
a9e885ae424ee5c,43,1,0,401,2,9,10,27.23,15.93,6.72,True,1,Critical Complexity,1.2924782396620258,14.828620689655171,6.615529652284963,0.35436842,0
2526b18d8f048f4,60,3,0,128,0,5,0,25.5,11.51,6.31,True,0,Standard Complexity,0.35693136595090275,11.821800000000003,5.183604803609164,0.35433838,0
ac47e81ea70c6a76,60,2,0,197,6,6,7,23.97,10.27,6.42,True,0,Standard Complexity,1.052615789355652,14.59457142857143,6.526666768116848,0.35426083,0
723c483631f44adb,55,13,6,162,2,5,4,27.34,16.84,7.34,True,1,Critical Complexity,0.036055512754607104,8.44328125,5.649482292290014,0.35421872,0
34f0623925e3ba9b,58,3,1,331,2,8,8,19.78,10.28,6.31,True,0,Standard Complexity,0.8100617260430879,11.423437499999999,6.063598152796222,0.35404736,0
610ea2ca89531e01,57,4,0,125,0,7,0,26.72,26.39,6.3,True,1,Critical Complexity,0.1972308292331768,9.389534883720929,5.187899137231319,0.35402244,0
9d60bb5146dec794,60,0,0,58,0,4,0,22.25,12.53,6.32,True,3,Critical Complexity,0.19723082923318544,12.740222222222224,5.09853769401423,0.3539711,0
208bca4d528f7373,61,0,0,99,7,6,1,17.91,15.35,6.35,True,3,Critical Complexity,0.4237924020082783,7.434864864864864,5.239432412844499,0.35390618,0
58e9693b65dc5c6f,52,41,3,89,7,12,0,17.77,17.74,10.36,True,3,Critical Complexity,0.00999999999839929,3.7683333333333335,4.256852319104653,0.35385892,0
fb716b3b567d7758,56,0,2,146,1,5,4,20.14,2.84,6.32,True,2,Standard Complexity,0.4866210024238636,8.963870967741935,5.572797222811582,0.35372642,0
1ab754d1d1bd516a,33,8,0,100,1,4,5,23.22,9.55,6.31,True,0,Standard Complexity,0.14866068747386046,13.126896551724137,7.3199750816648965,0.35333902,0
76ff79888791fa95,84,9,1,354,0,8,8,17.55,11.05,7.47,True,2,Standard Complexity,0.7184705978674282,9.715714285714288,4.351041004533197,0.35329804,0
2a9cfcc1697326c0,122,2,0,409,5,9,3,16.14,5.76,6.3,True,2,Standard Complexity,0.6152235366110421,9.852368421052631,3.9626688469492017,0.3532735,0
7f49b669f7dd5fbf,43,0,0,49,3,0,3,26.01,5.44,6.28,True,0,Standard Complexity,4.83264937689455,13.463571428571429,7.4325092928132355,0.3532364,0
52815b591c430634,35,8,0,168,1,8,9,36.01,10.37,6.33,True,1,Critical Complexity,0.5326349594232668,11.649729729729728,8.99252496979349,0.35322055,0
707f27ea3927b4f5,24,4,7,46,0,2,0,17.94,12.88,6.33,True,3,Critical Complexity,0.01999999999998181,9.036999999999999,5.54496447238393,0.35316592,0
